date,ndvi,lat,lon
2023-01-01,0.4172614667874187,22.7196,75.8577
2023-01-17,0.5472696772801442,22.7196,75.8577
2023-02-02,0.7092844789982592,22.7196,75.8577
2023-02-18,0.7563828407280966,22.7196,75.8577
2023-03-06,0.5769931681900042,22.7196,75.8577
2023-03-22,0.5823257819087113,22.7196,75.8577
2023-04-07,0.39061863112953377,22.7196,75.8577
2023-04-23,0.2635336572042788,22.7196,75.8577
2023-05-09,0.07249792839216326,22.7196,75.8577
2023-05-25,0.0,22.7196,75.8577
2023-06-10,0.14449185663388786,22.7196,75.8577
2023-06-26,0.3673611533701633,22.7196,75.8577
2023-07-12,0.5187046230391188,22.7196,75.8577
2023-07-28,0.6907170662484003,22.7196,75.8577
2023-08-13,0.648543973254018,22.7196,75.8577
2023-08-29,0.6916709942511926,22.7196,75.8577
2023-09-14,0.529498434164397,22.7196,75.8577
2023-09-30,0.3558112356020594,22.7196,75.8577
2023-10-16,0.26164979481020323,22.7196,75.8577
2023-11-01,0.1578756087102387,22.7196,75.8577
2023-11-17,0.1090076408321997,22.7196,75.8577
2023-12-03,0.2483612730950298,22.7196,75.8577
2023-12-19,0.20189812208611208,22.7196,75.8577
2024-01-04,0.5065552940989579,22.7196,75.8577
2024-01-20,0.6041389103543355,22.7196,75.8577
2024-02-05,0.7051250305369978,22.7196,75.8577
2024-02-21,0.7030718797239602,22.7196,75.8577
2024-03-08,0.6471746278965671,22.7196,75.8577
2024-03-24,0.40940271796639804,22.7196,75.8577
2024-04-09,0.2327597256608517,22.7196,75.8577
2024-04-25,0.1554890104589737,22.7196,75.8577
2024-05-11,0.11994851114274757,22.7196,75.8577
2024-05-27,0.1107734588058225,22.7196,75.8577
2024-06-12,0.33103024064554853,22.7196,75.8577
2024-06-28,0.432444470179065,22.7196,75.8577
2024-07-14,0.570495640646773,22.7196,75.8577
2024-07-30,0.694792540934211,22.7196,75.8577
2024-08-15,0.7079141540927899,22.7196,75.8577
2024-08-31,0.5771567661220156,22.7196,75.8577
2024-09-16,0.432571894138452,22.7196,75.8577
2024-10-02,0.270307099856805,22.7196,75.8577
2024-10-18,0.2136430701124253,22.7196,75.8577
2024-11-03,0.05982407707635536,22.7196,75.8577
2024-11-19,0.0629904544134206,22.7196,75.8577
2024-12-05,0.25864082476615896,22.7196,75.8577
2024-12-21,0.4135250096635361,22.7196,75.8577
